FILE, PATH, ACTIVITY,OWNER, DESCRIPTION,
DcAddressBO.java,TIERS_track03\track03EJB\ejbModule\us\tx\state\dhs\tiers\business\rules\dc,TAA00008683,Chengal.Yerradoddi,SR # 43411 / QC # 3212 , Apartment Number allows for Alpha Numeric _deliver TIERS_Project_AST on 6/23/2006 12:07:58 PM.
DcVerificationChecklistBO.java,TIERS_track03\track03EJB\ejbModule\us\tx\state\dhs\tiers\business\rules\dc,TAA00008683,Chengal.Yerradoddi,SR # 43411 / QC # 3212 , Apartment Number allows for Alpha Numeric _deliver TIERS_Project_AST on 6/23/2006 12:07:58 PM.
ApplicationBO.java,TIERS_track06\track06EJB\ejbModule\us\tx\state\dhs\tiers\business\rules\ar,TAA00008683,Chengal.Yerradoddi,SR # 43411 / QC # 3212 , Apartment Number allows for Alpha Numeric _deliver TIERS_Project_AST on 6/23/2006 12:07:58 PM.
CvEdMciEdgIndividualDAO.java,TIERS_track09\track09EJB\ejbModule\us\tx\state\dhs\tiers\data\oracle\mci,TAA00006654,Christi.J.Robertson,CV:SR 46883:CJR: Rollback LTC case if TW cases fail to load,
InterimLoad.java,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\batch\cv,TAA00006655,Christi.J.Robertson,CV:SR 47329:CJR: Check for case conversion before loading MA records,
EdIndvBudPayExpHelper.java,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\batch\cv,TAA00007335,Christi.J.Robertson,deliver TIERS_Project_AST on 5/22/2006 10:14:08 AM.,
CEILoadUpdates.java,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\batch\cv,TAA00007335,Christi.J.Robertson,deliver TIERS_Project_AST on 5/22/2006 10:14:08 AM.,
CV-IC3LB-COR_sort.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007351,Christi.J.Robertson,deliver TIERS_Project_AST on 5/22/2006 11:14:34 AM.,
EdEligibilityXlation.java,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\batch\cv,TAA00007405,Christi.J.Robertson,deliver TIERS_Project_AST on 5/22/2006 5:03:45 PM.,
SaveRRCaseData.java,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\batch\cv,TAA00007405,Christi.J.Robertson,deliver TIERS_Project_AST on 5/22/2006 5:03:45 PM.,
MergeListFiles.java,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\batch\cv,TAA00007820,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:32:52 AM.,
CV-IC201-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.,
CV-IC202-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.,
CV-IC203-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.,
CV-IC204-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.,
CV-IC205-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC206-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC207-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC208-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC209-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC301-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC302-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC303-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC304-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC305-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC306-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC307-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC308-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
CV-IC309-COR.ksh,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\scripts\cv,TAA00007821,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:36:17 AM.
MecmAddressBookXlationAndLoad.java,TIERS_track09\track9Common\us\tx\state\dhs\tiers\business\batch\cv,TAA00007822,Christi.J.Robertson,deliver TIERS_Project_AST on 6/2/2006 11:38:46 AM.
DCUIAUnearnedIncDetails.jsp,TIERS_entity\tiersWeb\WebContent\jsp\dc\income,TAA00007691,david.j.foster,QC2649_Veera_DataCollections_deliver TIERS_Project_AST on 5/30/2006 2:56:56 PM.
